Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
10/23/2018,97281000,"97,800,000","98,072,000","97,270,000","0,17K",-0.53%
10/24/2018,97782000,"97,281,000","97,998,000","97,255,000","0,14K",0.52%
10/25/2018,97681000,"97,783,000","97,989,000","97,455,000","0,14K",-0.10%
10/26/2018,97880000,"97,680,000","98,194,000","97,353,000","0,12K",0.20%
10/27/2018,97748000,"97,735,000","98,000,000","97,679,000","0,06K",-0.13%
10/28/2018,97635000,"97,748,000","97,849,000","97,550,000","0,06K",-0.12%
10/29/2018,96379000,"97,635,000","98,086,000","96,000,000","0,26K",-1.29%
10/30/2018,96851000,"96,379,000","97,005,000","96,006,000","0,13K",0.49%
10/31/2018,97072000,"96,851,000","97,550,000","96,050,000","0,14K",0.23%
11/1/2018,96749000,"97,072,000","97,198,000","96,100,000","0,16K",-0.33%
11/2/2018,96149000,"96,795,000","97,439,000","95,893,000","0,16K",-0.62%
11/3/2018,95852000,"96,148,000","96,314,000","95,695,000","0,09K",-0.31%
11/4/2018,96538000,"95,850,000","97,125,000","95,655,000","0,14K",0.72%
11/5/2018,96001000,"96,657,000","96,989,000","95,840,000","0,18K",-0.56%
11/6/2018,95795000,"96,001,000","96,254,000","95,302,000","0,16K",-0.21%
11/7/2018,95949000,"95,795,000","96,861,000","95,496,000","0,21K",0.16%
11/8/2018,95000000,"95,949,000","96,457,000","94,528,000","0,18K",-0.99%
11/9/2018,94308000,"95,002,000","95,615,000","94,150,000","0,15K",-0.73%
11/10/2018,94654000,"94,308,000","95,100,000","94,300,000","0,11K",0.37%
11/11/2018,94379000,"94,654,000","94,968,000","93,701,000","0,10K",-0.29%
11/12/2018,94764000,"94,379,000","95,128,000","94,223,000","0,15K",0.41%
11/13/2018,94250000,"94,764,000","94,789,000","94,122,000","0,12K",-0.54%
11/14/2018,85886000,"94,250,000","94,500,000","82,500,000","0,35K",-8.87%
11/15/2018,84981000,"85,886,000","89,999,000","79,505,000","0,39K",-1.05%
11/16/2018,83494000,"84,981,000","85,263,000","82,102,000","0,26K",-1.75%
11/17/2018,82597000,"83,494,000","83,545,000","82,260,000","0,12K",-1.07%
11/18/2018,83046000,"82,597,000","83,688,000","82,597,000","0,14K",0.54%
11/19/2018,71509000,"83,099,000","83,150,000","70,645,000","0,46K",-13.89%
11/20/2018,63590000,"71,500,000","73,193,000","58,030,000","0,70K",-11.07%
11/21/2018,67476000,"63,598,000","67,990,000","62,000,000","0,44K",6.11%
11/22/2018,63329000,"67,473,000","67,800,000","63,329,000","0,25K",-6.15%
11/23/2018,63400000,"63,326,000","64,098,000","60,888,000","0,44K",0.11%
11/24/2018,59897000,"63,589,000","64,233,000","58,750,000","0,30K",-5.53%
11/25/2018,58393000,"59,896,000","60,514,000","41,000,000","0,87K",-2.51%
11/26/2018,56067000,"58,393,000","59,643,000","52,987,000","0,47K",-3.98%
11/27/2018,56465000,"56,067,000","57,199,000","54,008,000","0,60K",0.71%
11/28/2018,61348000,"56,465,000","63,185,000","56,465,000","0,62K",8.65%
11/29/2018,62350000,"61,348,000","63,432,000","59,222,000","0,50K",1.63%
11/30/2018,58850000,"62,350,000","62,650,000","58,258,000","0,65K",-5.61%
12/1/2018,60509000,"58,850,000","62,000,000","58,000,000","0,38K",2.82%
12/2/2018,60001000,"60,510,000","61,749,000","59,396,000","0,21K",-0.84%
12/3/2018,56495000,"60,001,000","60,391,000","56,436,000","0,50K",-5.84%
12/4/2018,57070000,"56,495,000","59,009,000","55,650,000","0,41K",1.02%
12/5/2018,54489000,"57,070,000","57,500,000","54,205,000","0,52K",-4.52%
12/6/2018,51246000,"54,728,000","56,667,000","51,001,000","0,56K",-5.95%
12/7/2018,50009000,"51,245,000","51,824,000","47,931,000","0,53K",-2.41%
12/8/2018,50086000,"50,009,000","51,453,000","48,111,000","0,30K",0.15%
12/9/2018,51868000,"50,087,000","53,499,000","49,835,000","0,27K",3.56%
12/10/2018,50481000,"51,868,000","52,709,000","49,900,000","0,30K",-2.67%
12/11/2018,50200000,"50,481,000","51,009,000","49,406,000","0,31K",-0.56%
12/12/2018,50641000,"50,010,000","51,249,000","49,737,000","0,32K",0.88%
12/13/2018,48197000,"50,641,000","50,761,000","47,931,000","0,43K",-4.83%
12/14/2018,47431000,"48,196,000","48,870,000","46,563,000","0,40K",-1.59%
12/15/2018,47169000,"47,431,000","47,850,000","46,353,000","0,19K",-0.55%
12/16/2018,47274000,"47,169,000","48,049,000","47,109,000","0,15K",0.22%
12/17/2018,51319000,"47,274,000","52,665,000","47,170,000","0,56K",8.56%
12/18/2018,53360000,"51,319,000","53,599,000","50,225,000","0,45K",3.98%
12/19/2018,53736000,"53,360,000","56,990,000","52,771,000","0,85K",0.70%
12/20/2018,58903000,"53,736,000","59,800,000","53,180,000","0,70K",9.62%
12/21/2018,56700000,"58,904,000","59,650,000","55,701,000","0,51K",-3.74%
12/22/2018,58396000,"56,700,000","58,612,000","55,864,000","0,24K",2.99%
12/23/2018,57945000,"58,400,000","59,315,000","57,198,000","0,27K",-0.77%
12/24/2018,58706000,"57,945,000","61,058,000","57,900,000","0,70K",1.31%
12/25/2018,56121000,"58,706,000","58,827,000","54,760,000","0,43K",-4.40%
12/26/2018,56781000,"56,121,000","57,444,000","55,050,000","0,45K",1.18%
12/27/2018,53686000,"56,781,000","56,880,000","53,376,000","0,39K",-5.45%
12/28/2018,57615000,"53,686,000","58,500,000","53,528,000","0,43K",7.32%
12/29/2018,55024000,"57,620,000","58,093,000","54,913,000","0,35K",-4.50%
12/30/2018,56482000,"55,029,000","57,199,000","54,550,000","0,19K",2.65%
12/31/2018,54953000,"56,482,000","56,673,000","54,300,000","0,35K",-2.71%
1/1/2019,56875000,"54,953,000","57,112,000","54,406,000","0,19K",3.50%
1/2/2019,57254000,"56,900,000","57,400,000","56,327,000","0,38K",0.67%
1/3/2019,55616000,"57,254,000","57,255,000","55,201,000","0,50K",-2.86%
1/4/2019,55894000,"55,601,000","56,403,000","54,750,000","0,39K",0.50%
1/5/2019,55557000,"55,894,000","56,400,000","55,439,000","0,20K",-0.60%
1/6/2019,57968000,"55,557,000","58,855,000","55,201,000","0,36K",4.34%
1/7/2019,57315000,"57,968,000","58,300,000","56,604,000","0,40K",-1.13%
1/8/2019,57519000,"57,315,000","58,500,000","56,700,000","0,36K",0.36%
1/9/2019,57376000,"57,519,000","58,000,000","57,088,000","0,26K",-0.25%
1/10/2019,52405000,"57,376,000","57,610,000","51,596,000","0,63K",-8.66%
1/11/2019,53190000,"52,405,000","53,789,000","51,667,000","0,48K",1.50%
1/12/2019,52805000,"53,190,000","53,276,000","52,569,000","0,28K",-0.72%
1/13/2019,51200000,"52,805,000","52,858,000","50,637,000","0,32K",-3.04%
1/14/2019,52335000,"51,200,000","52,998,000","50,700,000","0,42K",2.22%
1/15/2019,51122000,"52,335,000","52,480,000","50,900,000","0,29K",-2.32%
1/16/2019,51527000,"51,121,000","52,188,000","51,031,000","0,25K",0.79%
1/17/2019,51919000,"51,576,000","52,100,000","51,301,000","0,37K",0.76%
1/18/2019,51734000,"51,919,000","52,120,000","51,400,000","0,33K",-0.36%
1/19/2019,52684000,"51,734,000","53,215,000","51,646,000","0,25K",1.84%
1/20/2019,50801000,"52,684,000","52,829,000","50,378,000","0,32K",-3.57%
1/21/2019,50887000,"50,801,000","51,255,000","50,492,000","0,31K",0.17%
1/22/2019,51093000,"50,887,000","51,518,000","49,850,000","0,32K",0.40%
1/23/2019,50662000,"51,064,000","51,364,000","50,464,000","0,26K",-0.84%
1/24/2019,50880000,"50,662,000","51,100,000","50,307,000","0,35K",0.43%
1/25/2019,50507000,"50,882,000","51,080,000","50,148,000","0,28K",-0.73%
1/26/2019,50550000,"50,507,000","51,300,000","50,418,000","0,18K",0.09%
1/27/2019,50448000,"50,550,000","50,844,000","50,050,000","0,22K",-0.20%
1/28/2019,48634000,"50,401,000","50,448,000","48,251,000","0,62K",-3.60%
1/29/2019,48378000,"48,730,000","48,900,000","47,508,000","0,39K",-0.53%
1/30/2019,48851000,"48,378,000","49,246,000","48,005,000","0,47K",0.98%
1/31/2019,48582000,"48,851,000","49,318,000","48,146,000","0,35K",-0.55%
2/1/2019,49007000,"48,580,000","49,109,000","48,092,000","0,29K",0.87%
2/2/2019,49414000,"49,007,000","49,416,000","48,656,000","0,20K",0.83%
2/3/2019,48801000,"49,414,000","49,520,000","48,505,000","0,18K",-1.24%
2/4/2019,48749000,"48,801,000","49,078,000","48,500,000","0,26K",-0.11%
2/5/2019,48869000,"48,749,000","49,204,000","48,700,000","0,28K",0.25%
2/6/2019,48209000,"48,922,000","49,000,000","48,045,000","0,47K",-1.35%
2/7/2019,48059000,"48,209,000","48,696,000","48,005,000","0,34K",-0.31%
2/8/2019,50454000,"48,059,000","51,000,000","47,690,000","0,50K",4.98%
2/9/2019,49710000,"50,501,000","50,799,000","49,567,000","0,20K",-1.47%
2/10/2019,50022000,"49,710,000","50,200,000","49,061,000","0,26K",0.63%
2/11/2019,50552000,"50,100,000","52,430,000","49,590,000","0,30K",1.06%
2/12/2019,50374000,"50,552,000","50,872,000","50,019,000","0,39K",-0.35%
2/13/2019,50929000,"50,374,000","51,398,000","50,300,000","0,31K",1.10%
2/14/2019,50623000,"51,086,000","51,203,000","50,433,000","0,38K",-0.60%
2/15/2019,50741000,"50,623,000","51,644,000","50,524,000","0,45K",0.23%
2/16/2019,50800000,"50,746,000","51,172,000","50,700,000","0,16K",0.12%
2/17/2019,51532000,"50,750,000","51,850,000","50,750,000","0,24K",1.44%
2/18/2019,54091000,"51,532,000","54,999,000","51,501,000","0,62K",4.97%
2/19/2019,53699000,"54,091,000","54,800,000","53,431,000","0,45K",-0.72%
2/20/2019,54550000,"53,701,000","54,700,000","53,108,000","0,36K",1.58%
2/21/2019,54699000,"54,550,000","55,129,000","54,200,000","0,26K",0.27%
2/22/2019,55992000,"54,749,000","56,000,000","54,657,000","0,29K",2.36%
2/23/2019,58502000,"55,992,000","58,823,000","55,751,000","0,32K",4.48%
2/24/2019,53663000,"58,501,000","59,433,000","53,152,000","0,52K",-8.27%
2/25/2019,54780000,"53,662,000","55,949,000","53,521,000","0,49K",2.08%
2/26/2019,54670000,"54,781,000","58,500,000","54,018,000","0,54K",-0.20%
2/27/2019,54593000,"54,671,000","55,058,000","53,159,000","0,49K",-0.14%
2/28/2019,54558000,"54,593,000","55,700,000","54,451,000","0,39K",-0.06%
3/1/2019,54756000,"54,558,000","55,156,000","54,455,000","0,34K",0.36%
3/2/2019,54791000,"54,755,000","54,880,000","54,202,000","0,31K",0.06%
3/3/2019,54167000,"54,792,000","54,830,000","54,005,000","0,20K",-1.14%
3/4/2019,53466000,"54,168,000","54,624,000","53,000,000","0,50K",-1.29%
3/5/2019,55190000,"53,466,000","55,449,000","53,300,000","0,38K",3.22%
3/6/2019,54952000,"55,197,000","55,499,000","54,557,000","0,26K",-0.43%
3/7/2019,55127000,"55,002,000","55,400,000","54,903,000","0,27K",0.32%
3/8/2019,55199000,"55,128,000","55,894,000","55,001,000","0,36K",0.13%
3/9/2019,56153000,"55,199,000","56,456,000","55,117,000","0,20K",1.73%
3/10/2019,56548000,"56,171,000","56,618,000","55,824,000","0,18K",0.70%
3/11/2019,55932000,"56,548,000","56,698,000","55,602,000","0,33K",-1.09%
3/12/2019,55809000,"55,932,000","56,095,000","55,100,000","0,29K",-0.22%
3/13/2019,55625000,"55,808,000","56,000,000","55,398,000","0,24K",-0.33%
3/14/2019,55899000,"55,625,000","56,264,000","55,535,000","0,32K",0.49%
3/15/2019,56253000,"55,935,000","56,437,000","55,790,000","0,26K",0.63%
3/16/2019,57165000,"56,253,000","58,064,000","56,253,000","0,22K",1.62%
3/17/2019,56977000,"57,166,000","57,238,000","56,536,000","0,12K",-0.33%
3/18/2019,57418000,"56,977,000","57,881,000","56,805,000","0,38K",0.77%
3/19/2019,57714000,"57,437,000","57,779,000","57,111,000","0,31K",0.52%
3/20/2019,57957000,"57,714,000","58,025,000","57,200,000","0,31K",0.42%
3/21/2019,57398000,"57,957,000","58,165,000","57,123,000","0,28K",-0.96%
3/22/2019,57779000,"57,398,000","57,975,000","57,208,000","0,26K",0.66%
3/23/2019,57489000,"57,779,000","58,000,000","57,354,000","0,14K",-0.50%
3/24/2019,57300000,"57,489,000","57,594,000","57,257,000","0,10K",-0.33%
3/25/2019,56615000,"57,301,000","57,750,000","56,009,000","0,45K",-1.20%
3/26/2019,56699000,"56,620,000","57,079,000","56,350,000","0,31K",0.15%
3/27/2019,57699000,"56,720,000","58,000,000","56,653,000","0,38K",1.76%
3/28/2019,57770000,"57,700,000","57,954,000","57,406,000","0,26K",0.12%
3/29/2019,58498000,"57,771,000","58,942,000","57,770,000","0,28K",1.26%
3/30/2019,58707000,"58,499,000","58,957,000","58,008,000","0,24K",0.36%
3/31/2019,58860000,"58,707,000","58,967,000","58,653,000","0,11K",0.26%
4/1/2019,59732000,"58,775,000","59,791,000","58,750,000","0,30K",1.48%
4/2/2019,68709000,"59,734,000","71,499,000","59,702,000","0,98K",15.03%
4/3/2019,69847000,"68,770,000","73,737,000","67,258,000","0,54K",1.66%
4/4/2019,70046000,"69,847,000","71,296,000","68,950,000","0,39K",0.28%
4/5/2019,71693000,"70,046,000","71,915,000","69,800,000","0,31K",2.35%
4/6/2019,72401000,"71,693,000","74,323,000","70,902,000","0,33K",0.99%
4/7/2019,74296000,"72,410,000","74,888,000","72,238,000","0,34K",2.62%
4/8/2019,76527000,"74,296,000","76,794,000","73,961,000","0,64K",3.00%
4/9/2019,74765000,"76,527,000","76,528,000","74,589,000","0,48K",-2.30%
4/10/2019,76200000,"74,765,000","76,988,000","74,667,000","0,49K",1.92%
4/11/2019,72851000,"76,199,000","76,400,000","72,001,000","0,71K",-4.40%
4/12/2019,73285000,"72,851,000","73,647,000","71,160,000","0,29K",0.60%
4/13/2019,73244000,"73,285,000","74,054,000","72,929,000","0,17K",-0.06%
4/14/2019,74089000,"73,244,000","74,200,000","72,392,000","0,13K",1.15%
4/15/2019,72804000,"74,089,000","74,500,000","71,901,000","0,30K",-1.73%
4/16/2019,74284000,"72,805,000","74,558,000","72,370,000","0,28K",2.03%
4/17/2019,74507000,"74,281,000","74,800,000","73,851,000","0,20K",0.30%
4/18/2019,75306000,"74,507,000","75,687,000","74,449,000","0,23K",1.07%
4/19/2019,75751000,"75,307,000","76,155,000","74,652,000","0,17K",0.59%
4/20/2019,76422000,"75,775,000","76,500,000","75,670,000","0,15K",0.89%
4/21/2019,76400000,"76,422,000","76,550,000","75,500,000","0,23K",-0.03%
4/22/2019,77329000,"76,401,000","78,000,000","75,600,000","0,44K",1.22%
4/23/2019,80000000,"77,329,000","80,814,000","77,159,000","0,58K",3.45%
4/24/2019,79770000,"79,951,000","81,392,000","79,101,000","0,47K",-0.29%
4/25/2019,75696000,"79,880,000","80,632,000","74,807,000","0,67K",-5.11%
4/26/2019,75999000,"75,696,000","77,801,000","74,851,000","0,45K",0.40%
4/27/2019,76087000,"75,857,000","76,500,000","75,344,000","0,19K",0.12%
4/28/2019,75761000,"76,087,000","76,705,000","75,500,000","0,14K",-0.43%
4/29/2019,75606000,"75,623,000","76,387,000","75,237,000","0,42K",-0.20%
4/30/2019,75912000,"75,606,000","76,554,000","75,273,000","0,35K",0.40%
5/1/2019,76668000,"75,912,000","76,830,000","75,911,000","0,28K",1.00%
5/2/2019,77611000,"76,668,000","77,770,000","76,500,000","0,30K",1.23%
5/3/2019,80203000,"77,611,000","82,795,000","77,401,000","0,55K",3.34%
5/4/2019,81549000,"80,203,000","82,101,000","79,000,000","0,29K",1.68%
5/5/2019,81305000,"81,549,000","81,750,000","80,500,000","0,18K",-0.30%
5/6/2019,82306000,"81,305,000","82,750,000","80,000,000","0,34K",1.23%
5/7/2019,83840000,"82,306,000","85,490,000","82,254,000","0,45K",1.86%
5/8/2019,85177000,"83,840,000","85,232,000","83,252,000","0,34K",1.59%
5/9/2019,88292000,"85,177,000","88,493,000","85,177,000","0,34K",3.66%
5/10/2019,92752000,"88,292,000","93,987,000","88,000,000","0,49K",5.05%
5/11/2019,104290000,"92,752,000","106,760,000","92,720,000","0,72K",12.44%
5/12/2019,101309000,"104,290,000","108,550,000","99,400,000","0,80K",-2.86%
5/13/2019,112900000,"101,313,000","115,596,000","100,350,000","0,93K",11.44%
5/14/2019,117609000,"112,900,000","120,100,000","112,798,000","0,89K",4.17%
5/15/2019,118245000,"117,609,000","119,318,000","115,500,000","0,61K",0.54%
5/16/2019,115951000,"118,246,000","119,500,000","115,000,000","0,69K",-1.94%
5/17/2019,109000000,"115,951,000","117,150,000","102,999,000","0,80K",-5.99%
5/18/2019,109104000,"109,000,000","110,689,000","107,280,000","0,22K",0.10%
5/19/2019,118552000,"109,104,000","119,489,000","109,104,000","0,55K",8.66%
5/20/2019,117300000,"118,552,000","119,000,000","113,189,000","0,57K",-1.06%
5/21/2019,117108000,"117,300,000","118,600,000","115,500,000","0,36K",-0.16%
5/22/2019,114494000,"117,108,000","117,975,000","114,395,000","0,39K",-2.23%
5/23/2019,116011000,"114,492,000","116,900,000","112,350,000","0,44K",1.32%
5/24/2019,115537000,"116,007,000","117,524,000","114,422,000","0,35K",-0.41%
5/25/2019,116257000,"115,538,000","116,985,000","115,304,000","0,15K",0.62%
5/26/2019,124040000,"116,257,000","124,599,000","115,201,000","0,43K",6.69%
5/27/2019,125100000,"124,040,000","126,989,000","123,500,000","0,52K",0.85%
5/28/2019,125259000,"125,100,000","126,000,000","124,267,000","0,34K",0.13%
5/29/2019,125510000,"125,259,000","126,511,000","123,574,000","0,36K",0.20%
5/30/2019,123250000,"125,511,000","130,200,000","120,000,000","0,57K",-1.80%
5/31/2019,125016000,"123,250,000","125,128,000","120,198,000","0,40K",1.43%
6/1/2019,124363000,"125,017,000","125,200,000","123,800,000","0,15K",-0.52%
6/2/2019,125893000,"124,362,000","127,000,000","124,343,000","0,21K",1.23%
6/3/2019,120939000,"125,892,000","125,893,000","120,001,000","0,25K",-3.94%
6/4/2019,114589000,"120,896,000","120,932,000","113,358,000","0,39K",-5.25%
6/5/2019,117144000,"114,589,000","117,952,000","114,225,000","0,17K",2.23%
6/6/2019,116650000,"117,143,000","117,318,000","112,500,000","0,17K",-0.42%
6/7/2019,116291000,"116,651,000","117,642,000","115,099,000","0,21K",-0.31%
6/8/2019,114542000,"116,291,000","116,500,000","113,354,000","0,15K",-1.50%
6/9/2019,112932000,"114,542,000","115,500,000","112,213,000","0,16K",-1.41%
6/10/2019,117250000,"112,931,000","117,752,000","112,214,000","0,23K",3.82%
6/11/2019,115255000,"117,307,000","118,106,000","113,385,000","0,20K",-1.70%
6/12/2019,117261000,"115,255,000","118,032,000","114,115,000","0,25K",1.74%
6/13/2019,117663000,"117,261,000","119,000,000","116,527,000","0,16K",0.34%
6/14/2019,123827000,"117,663,000","124,499,000","117,129,000","0,34K",5.24%
6/15/2019,124999000,"123,827,000","125,500,000","122,811,000","0,20K",0.95%
6/16/2019,128000000,"125,000,000","131,125,000","124,575,000","0,47K",2.40%
6/17/2019,131564000,"128,001,000","132,500,000","127,899,000","0,34K",2.78%
6/18/2019,129532000,"131,565,000","131,880,000","128,002,000","0,27K",-1.54%
6/19/2019,132248000,"129,533,000","133,165,000","129,204,000","0,26K",2.10%
6/20/2019,136006000,"132,249,000","136,500,000","131,971,000","0,30K",2.84%
6/21/2019,144498000,"136,006,000","144,500,000","136,002,000","0,44K",6.24%
6/22/2019,153548992,"144,498,000","160,000,000","143,311,008","0,81K",6.26%
6/23/2019,154339008,"153,548,992","158,999,008","150,000,000","0,26K",0.51%
6/24/2019,157500000,"154,368,000","158,495,008","151,600,000","0,25K",2.05%
6/25/2019,169296992,"157,500,000","169,399,008","157,500,000","0,44K",7.49%
6/26/2019,191500992,"169,296,992","199,800,000","168,900,000","1,22K",13.12%
6/27/2019,162303008,"191,812,992","196,380,000","150,002,000","1,34K",-15.25%
6/28/2019,179300000,"162,303,008","180,526,000","155,008,992","0,89K",10.47%
6/29/2019,172300000,"179,300,000","179,300,000","165,870,000","0,44K",-3.90%
6/30/2019,158559008,"172,302,000","174,798,000","158,500,992","0,48K",-7.98%
7/1/2019,154750000,"158,492,000","164,723,008","145,880,000","0,62K",-2.40%
7/2/2019,156075008,"154,750,000","156,504,000","141,220,000","0,76K",0.86%
7/3/2019,169456000,"156,075,008","170,000,000","155,508,992","0,67K",8.57%
7/4/2019,160899008,"169,611,008","170,404,000","160,000,000","0,48K",-5.05%
7/5/2019,159400992,"160,899,008","164,499,008","156,500,000","0,36K",-0.93%
7/6/2019,162782000,"159,400,992","167,500,992","159,400,992","0,31K",2.12%
7/7/2019,163248992,"162,782,000","164,696,000","160,550,000","0,24K",0.29%
7/8/2019,172511008,"163,248,992","174,044,000","161,750,000","0,41K",5.67%
7/9/2019,176755008,"172,511,008","177,764,992","171,400,000","0,49K",2.46%
7/10/2019,174650000,"176,700,000","183,748,992","170,208,000","0,67K",-1.19%
7/11/2019,164790000,"174,499,008","174,650,000","160,520,000","0,47K",-5.65%
7/12/2019,169452000,"164,790,000","171,834,000","162,500,000","0,28K",2.83%
7/13/2019,165000000,"169,452,000","170,000,000","160,128,992","0,24K",-2.63%
7/14/2019,147802000,"165,000,000","166,008,000","147,008,992","0,47K",-10.42%
7/15/2019,155464000,"147,802,000","156,878,000","142,000,000","0,69K",5.18%
7/16/2019,135484992,"155,372,992","157,000,992","135,000,000","0,53K",-12.85%
7/17/2019,137510000,"135,500,992","141,800,000","129,241,000","0,66K",1.49%
7/18/2019,149199008,"137,510,000","150,600,000","132,300,000","0,50K",8.50%
7/19/2019,147199008,"149,199,008","150,299,008","143,000,000","0,35K",-1.34%
7/20/2019,150503008,"147,200,000","153,743,008","146,212,000","0,25K",2.24%
7/21/2019,149350000,"150,514,000","151,372,000","145,000,992","0,25K",-0.77%
7/22/2019,146252000,"149,351,008","150,452,992","143,678,000","0,25K",-2.07%
7/23/2019,141544992,"146,252,000","146,536,992","140,876,992","0,25K",-3.22%
7/24/2019,139994000,"141,544,992","141,600,000","136,600,000","0,26K",-1.10%
7/25/2019,142175008,"139,804,992","146,999,008","139,764,000","0,27K",1.56%
7/26/2019,140155008,"142,175,008","142,175,008","138,159,008","0,21K",-1.42%
7/27/2019,135979008,"140,206,000","143,500,000","134,000,000","0,32K",-2.98%
7/28/2019,136599008,"135,979,008","137,800,000","133,431,000","0,18K",0.46%
7/29/2019,136123008,"136,719,008","139,502,000","135,532,992","0,20K",-0.35%
7/30/2019,136483008,"136,124,000","138,254,000","134,700,000","0,27K",0.26%
7/31/2019,142820000,"136,483,008","142,820,000","136,348,992","0,24K",4.64%
8/1/2019,146544992,"142,820,000","147,000,000","139,988,000","0,28K",2.61%
8/2/2019,148000000,"146,544,992","149,990,000","145,336,000","0,29K",0.99%
8/3/2019,151195008,"148,000,000","151,792,992","147,999,008","0,21K",2.16%
8/4/2019,152500000,"151,180,000","152,976,992","147,535,008","0,22K",0.86%
8/5/2019,165048992,"152,500,000","167,392,992","152,500,000","0,58K",8.23%
8/6/2019,165296992,"165,050,000","170,980,000","160,396,000","0,71K",0.15%
8/7/2019,168300992,"165,298,000","170,807,008","162,500,992","0,40K",1.82%
8/8/2019,169731008,"168,300,992","169,790,000","164,595,008","0,27K",0.85%
8/9/2019,168758000,"169,731,008","170,000,000","166,000,000","0,24K",-0.57%
8/10/2019,163468992,"168,758,000","169,884,992","162,590,000","0,28K",-3.13%
8/11/2019,165600000,"163,468,992","165,650,000","161,603,008","0,16K",1.30%
8/12/2019,164100000,"165,648,992","165,648,992","163,495,008","0,13K",-0.91%
8/13/2019,156400992,"164,100,000","164,112,000","154,184,992","0,32K",-4.69%
8/14/2019,145076992,"156,400,992","156,400,992","145,000,000","0,40K",-7.24%
8/15/2019,150100992,"145,110,000","153,100,000","138,500,000","0,54K",3.46%
8/16/2019,149774000,"150,100,992","152,804,992","142,018,000","0,41K",-0.22%
8/17/2019,147344992,"149,774,000","150,500,000","145,503,008","0,11K",-1.62%
8/18/2019,148386000,"147,344,992","150,500,000","145,931,008","0,11K",0.71%
8/19/2019,156504000,"148,386,000","156,504,992","147,495,008","0,21K",5.47%
8/20/2019,154506000,"156,504,992","156,840,992","152,320,992","0,18K",-1.28%
8/21/2019,147356992,"154,504,992","155,400,000","144,555,008","0,29K",-4.63%
8/22/2019,145576000,"147,358,000","147,466,000","142,298,000","0,24K",-1.21%
8/23/2019,148170000,"145,502,000","148,996,992","144,724,000","0,16K",1.78%
8/24/2019,146070000,"148,170,000","148,499,008","143,500,992","0,18K",-1.42%
8/25/2019,145588000,"146,070,000","148,000,000","144,000,000","0,16K",-0.33%
8/26/2019,147584000,"145,588,992","150,870,000","145,588,992","0,31K",1.37%
8/27/2019,147396992,"147,584,000","147,662,000","144,762,000","0,15K",-0.13%
8/28/2019,142000992,"147,396,992","147,398,000","139,996,000","0,34K",-3.66%
8/29/2019,138998000,"142,000,000","142,094,000","135,891,008","0,28K",-2.11%
8/30/2019,138312000,"138,998,000","139,530,000","136,500,000","0,24K",-0.49%
8/31/2019,138158000,"138,312,000","138,916,992","136,903,008","0,08K",-0.11%
9/1/2019,139799008,"138,158,000","140,704,000","137,500,000","0,08K",1.19%
9/2/2019,147180000,"139,799,008","147,698,000","139,500,992","0,26K",5.28%
9/3/2019,149500000,"147,180,000","151,500,000","145,340,992","0,35K",1.58%
9/4/2019,148283008,"149,500,000","150,778,000","146,115,008","0,24K",-0.81%
9/5/2019,148518000,"148,283,008","149,232,000","147,000,000","0,10K",0.16%
9/6/2019,146800992,"148,518,000","152,500,000","145,382,000","0,32K",-1.16%
9/7/2019,148440000,"146,800,992","148,996,992","145,967,008","0,14K",1.12%
9/8/2019,147540000,"148,440,000","149,000,000","146,146,000","0,12K",-0.61%
9/9/2019,146000992,"147,540,000","148,500,000","144,135,008","0,28K",-1.04%
9/10/2019,143748000,"146,000,000","146,700,000","142,188,000","0,15K",-1.54%
9/11/2019,145150000,"143,748,000","145,150,000","141,091,008","0,24K",0.98%
9/12/2019,146500000,"145,150,000","147,258,000","143,210,000","0,17K",0.93%
9/13/2019,146134000,"146,520,000","146,862,000","144,300,000","0,16K",-0.25%
9/14/2019,145704992,"146,135,008","146,500,000","144,894,000","0,10K",-0.29%
9/15/2019,144999008,"145,704,992","146,026,000","144,840,000","0,07K",-0.48%
9/16/2019,145167008,"145,000,000","145,883,008","143,418,000","0,18K",0.12%
9/17/2019,143908992,"145,054,000","145,300,992","143,700,000","0,10K",-0.87%
9/18/2019,143858000,"143,908,000","144,574,000","143,500,992","0,10K",-0.04%
9/19/2019,145243008,"143,859,008","146,078,000","139,079,008","0,36K",0.96%
9/20/2019,143466000,"145,620,000","145,700,000","141,863,008","0,13K",-1.22%
9/21/2019,142020992,"143,466,000","143,900,000","141,572,000","0,07K",-1.01%
9/22/2019,141979008,"142,020,000","142,960,000","140,000,000","0,11K",-0.03%
9/23/2019,139387008,"141,936,000","142,088,992","139,000,000","0,16K",-1.83%
9/24/2019,124128000,"139,383,008","140,114,000","119,374,000","0,47K",-10.95%
9/25/2019,121000000,"124,128,000","127,078,000","118,151,000","0,39K",-2.52%
9/26/2019,116401000,"121,000,000","121,451,000","112,000,000","0,30K",-3.80%
9/27/2019,117419000,"116,400,000","118,000,000","113,498,000","0,26K",0.87%
9/28/2019,117547000,"117,419,000","119,000,000","115,814,000","0,10K",0.11%
9/29/2019,115378000,"117,559,000","117,968,000","114,500,000","0,10K",-1.85%
9/30/2019,119232000,"115,378,000","119,517,000","112,002,000","0,30K",3.34%
10/1/2019,119626000,"119,350,000","122,821,000","117,900,000","0,24K",0.33%
